158023,94,94,€110.5M,€565K,€226.5M
201956,82,82,€18.5M,€41K,€31.5M
201455,82,85,€27.5M,€46K,€59.8M
201400,82,87,€29.5M,€165K,€62.7M
201305,82,83,€21M,€44K,€45.7M
201153,82,85,€28.5M,€135K,€54.9M
199987,82,84,€18M,€135K,€38.3M
199451,82,82,€23.5M,€28K,€49.4M
198951,82,83,€26M,€33K,€59.2M
198950,82,83,€26M,€26K,€56.6M
198717,82,85,€28.5M,€78K,€56.3M
198706,82,85,€28.5M,€67K,€50.6M
198164,82,82,€22.5M,€31K,€49.5M
198141,82,83,€21M,€32K,€45.7M
197655,82,83,€21M,€19K,€43.6M
195093,82,83,€26.5M,€44K,€57.6M
193525,82,82,€18.5M,€1K,€40.7M
193469,82,83,€19.5M,€43K,€42.4M
193283,82,83,€21.5M,€61K,€38.2M
192984,82,85,€19.5M,€46K,€34.6M
192318,82,85,€27M,€67K,€47.9M
192227,82,84,€22.5M,€115K,€44.4M
191180,82,82,€21.5M,€84K,€36.6M
189505,82,82,€21M,€140K,€38.9M
189125,82,82,€22M,€115K,€37.4M
189117,82,85,€18.5M,€50K,€32.8M
188803,82,82,€21M,€1K,€44.1M
187936,82,82,€17M,€77K,€28.9M
187754,82,82,€21M,€1K,€44.1M
186561,82,83,€25M,€130K,€49.4M
186345,82,82,€18.5M,€99K,€34.2M
185103,82,82,€12.5M,€73K,€21.3M
184484,82,82,€22.5M,€125K,€42.8M
184431,82,82,€20M,€15K,€30M
184200,82,82,€22M,€120K,€41.8M
184144,82,82,€21M,€22K,€45.2M
183711,82,82,€18M,€125K,€34.2M
183574,82,82,€21.5M,€45K,€36.6M
183498,82,82,€9M,€59K,€15.3M
183376,82,82,€17M,€18K,€34M
183280,82,82,€12.5M,€57K,€23.8M
181786,82,82,€12.5M,€1K,€26.3M
181291,82,82,€23M,€130K,€43.7M
179847,82,82,€15M,€73K,€25.5M
178509,82,82,€20M,€140K,€37M
173521,82,82,€15M,€73K,€25.5M
171897,82,82,€19M,€35K,€39.9M
170481,82,82,€15M,€44K,€31.5M
168530,82,82,€12.5M,€17K,€25M
168435,82,82,€13.5M,€45K,€23M
168354,82,82,€12.5M,€15K,€25M
165229,82,82,€12.5M,€115K,€23.8M
163489,82,82,€13.5M,€52K,€23M
158963,82,82,€12.5M,€98K,€21.3M
146530,82,82,€4.8M,€62K,€8.9M
113422,82,82,€8M,€12K,€12M
106231,82,82,€8M,€29K,€16.8M
48940,82,82,€3M,€60K,€5.7M
5479,82,82,€1.5M,€10K,€3M
231677,81,89,€27M,€110K,€55.4M
230271,81,81,€17M,€40K,€32.3M
229906,81,89,€26.5M,€54K,€50.4M
229237,81,87,€21M,€49K,€39.9M
228702,81,89,€26M,€19K,€41.6M
227928,81,86,€20M,€125K,€42.5M
226456,81,86,€24M,€36K,€52.2M
226271,81,89,€26M,€64K,€49.4M
225508,81,87,€21M,€105K,€43.1M
222509,81,88,€25M,€120K,€56.3M
221992,81,86,€24M,€22K,€35.4M
216475,81,81,€17M,€33K,€35.7M
216451,81,82,€20.5M,€73K,€40.5M
216409,81,84,€22.5M,€57K,
216352,81,84,€18.5M,€64K,€32.8M
216201,81,87,€24.5M,€31K,€56.4M
214997,81,87,€24.5M,€54K,€55.1M
213661,81,88,€21.5M,€91K,€44.1M
212814,81,84,€22.5M,€71K,€39.9M
212151,81,86,€17M,€36K,€30.2M
210864,81,86,€20M,€58K,€35.5M
210406,81,88,€24.5M,€64K,€46.6M
210243,81,85,€19M,€64K,€37.5M
210035,81,87,€20.5M,€14K,€45.1M
209889,81,86,€24M,€54K,€42.6M
208135,81,85,€19.5M,€60K,€38.5M
207877,81,84,€22.5M,€14K,€35.4M
207664,81,81,€16M,€45K,€33.6M
206467,81,83,€22M,€40K,€39.1M
205923,81,84,€18.5M,€87K,€35.6M
205362,81,84,€18.5M,€36K,€32.8M
205175,81,88,€25.5M,€71K,€48.5M
204923,81,84,€22.5M,€54K,€39.9M
204884,81,86,€20M,€105K,€38.5M
204024,81,82,€17M,€35K,€30.2M
203890,81,84,€18M,€57K,
203486,81,83,€21.5M,€40K,€38.2M
202857,81,81,€18M,€76K,€30.6M
202685,81,82,€21M,€48K,
201454,81,82,€16.5M,€68K,€29.3M
200726,81,84,€15M,€27K,€31.1M
200647,81,81,€17M,€41K,€28.9M
200610,81,83,€22M,€76K,€39.1M
200454,81,85,€23.5M,€59K,€41.7M
199715,81,81,€18M,€65K,€36.9M
199503,81,84,€22M,€115K,€43.5M
199434,81,81,€17.5M,€26K,€24.5M
199042,81,81,€17M,€76K,€28.9M
196889,81,81,€19.5M,€77K,€33.2M
195086,81,82,€16M,€115K,€31.6M
193532,81,81,€13M,€56K,€24.7M
193348,81,81,€19M,€130K,€36.1M
193165,81,83,€21.5M,€18K,€44.6M
193105,81,85,€16.5M,€61K,€31.8M
192641,81,82,€17.5M,€42K,€31.1M
191740,81,81,€17.5M,€140K,€32.4M
190972,81,81,€18.5M,€19K,€37M
190813,81,82,€21M,€77K,€37.3M
189881,81,82,€16M,€130K,€30.8M
189362,81,81,€15.5M,€25K,€34.1M
189358,81,81,€17.5M,€65K,€29.8M
188988,81,85,€23M,€90K,€45.4M
187491,81,81,€18.5M,€1K,€38.9M
187072,81,81,€18M,€43K,€30.6M
185239,81,82,€16M,€59K,€28.4M
183900,81,81,€17.5M,€84K,€29.8M
182494,81,81,€10M,€52K,€19M
179784,81,81,€13M,€1K,€27.3M
179645,81,81,€14M,€23K,€29.4M
177458,81,81,€14M,€69K,€23.8M
177326,81,81,€11M,€86K,€20.9M
175379,81,81,€15.5M,€32K,€32.6M
173909,81,81,€15M,€65K,€25.5M
173771,81,81,€7M,€57K,€11.9M
173221,81,81,€15.5M,€74K,€26.4M
172522,81,81,€17M,€46K,€35.7M
170368,81,82,€21M,€105K,€40.4M
169595,81,81,€14.5M,€92K,€26.8M
169416,81,81,€17.5M,€15K,€26.3M
169195,81,81,€16.5M,€28K,€36.3M
167905,81,81,€10M,€120K,€18.5M
164835,81,81,€9M,€70K,€17.1M
162347,81,81,€15M,€85K,€28.5M
161956,81,81,€11M,€74K,€18.7M
159261,81,81,€8M,€39K,€13.6M
159145,81,81,€14M,€56K,€23.8M
157960,81,81,€14M,€1K,€29.4M
156519,81,81,€17.5M,€20K,€35M
144622,81,81,€11M,€41K,€18.7M
139068,81,81,€15.5M,€19K,€31M
138412,81,81,€13.5M,€120K,€25.7M
112316,81,81,€5.5M,€18K,€11M
45186,81,81,€6M,€24K,€12.6M
239207,80,85,€20.5M,€25K,€44.6M
235790,80,89,€22M,€32K,€41.8M
235569,80,89,€22.5M,€51K,€47.3M
234906,80,90,€23.5M,€51K,€49.4M
234153,80,87,€21M,€31K,€48.3M
234035,80,88,€18.5M,€115K,€41.6M
230977,80,84,€19.5M,€11K,€30.7M
230347,80,80,€10.5M,€34K,€20M
230234,80,80,€4.5M,€34K,€8.5M
230142,80,87,€21M,€29K,€48.3M
228229,80,83,€15.5M,€80K,€30.6M
227536,80,80,€16M,€19K,€32M
226851,80,86,€17.5M,€33K,€33.3M
226790,80,85,€17M,€50K,€33.6M
226753,80,85,€14.5M,€14K,€21.4M
226226,80,86,€20M,€72K,
224334,80,80,€12.5M,€16K,€25M
224293,80,87,€20.5M,€59K,€43.1M
221639,80,85,€20M,€140K,€42.5M
221540,80,80,€12M,€19K,€24M
220477,80,86,€17.5M,€73K,€33.3M
219985,80,81,€14.5M,€63K,€25.7M
219809,80,85,€17M,€85K,
218339,80,86,€20M,€50K,€38M
216547,80,83,€18.5M,€17K,€38.4M
215785,80,85,€20M,€65K,
215316,80,85,€14M,€26K,€30.5M
214584,80,80,€9M,€22K,€12.6M
212692,80,85,€20M,€65K,€39.5M
212623,80,85,€20M,€40K,€43.5M
211748,80,84,€19.5M,€37K,€34.6M
211688,80,85,€16.5M,€33K,€35.9M
211575,80,85,€19.5M,€130K,
211256,80,82,€15M,€20K,€22.1M
210896,80,85,€19.5M,€47K,€38.5M
209960,80,83,€13M,€23K,€28.3M
208333,80,85,€19.5M,€91K,€33.6M
208128,80,84,€19.5M,€89K,€34.6M
207862,80,82,€15.5M,€28K,€27.5M
207599,80,83,€15.5M,€88K,€30.6M
207439,80,85,€ 0,€ 0,
206413,80,80,€12M,€1K,€25.2M
205988,80,85,€16.5M,€96K,€31.8M
205705,80,80,€12M,€29K,€25.2M
205693,80,83,€19M,€41K,€33.7M
205525,80,81,€17.5M,€97K,€34.6M
205114,80,80,€14M,€30K,€29.4M
205070,80,81,€17.5M,€37K,€38.1M
204529,80,84,€19.5M,€105K,
204399,80,80,,€14.5M,16
204120,80,81,€11.5M,€17K,€25M
203841,80,83,€13M,€48K,€25.7M
203747,80,85,€16.5M,€85K,€32.6M
203605,80,81,€14M,€39K,€24.9M
203042,80,85,€14M,€39K,€27.7M
202849,80,81,€14.5M,€51K,€28.6M
202695,80,83,€15.5M,€56K,€30.6M
202477,80,82,€18.5M,€56K,€36.5M
202335,80,84,€16.5M,€73K,€31.8M
201377,80,84,€16M,€38K,€34.8M
201144,80,80,€11.5M,€53K,€19.6M
201119,80,80,€11.5M,€1K,€24.2M
200536,80,81,€14.5M,€37K,€25.7M
200458,80,84,€16M,€79K,€31.6M
200318,80,81,€17.5M,€42K,€31.1M
200315,80,80,€16M,€30K,€33.6M
199206,80,80,€11.5M,€55K,€21.9M
199110,80,81,€17.5M,€24K,€38.1M
199069,80,82,€18M,€19K,€37.4M
198784,80,85,€19.5M,€94K,€38.5M
197853,80,83,€15.5M,€82K,€29.8M
197061,80,82,€15M,€99K,€29.6M
195861,80,80,€12M,€1K,€25.2M
194879,80,80,€15.5M,€34K,€32.6M
194794,80,80,€15M,€92K,€28.5M
194229,80,81,€13.5M,€27K,€29.4M
194022,80,80,€12M,€15K,€24M
193886,80,80,€15M,€44K,€25.5M
193352,80,83,€15.5M,€81K,€27.5M
193061,80,80,€15.5M,€65K,€29.5M
192789,80,80,€12M,€35K,€25.2M
191687,80,80,€11.5M,€63K,€21.9M
190815,80,80,€12M,€22K,€16.8M
190778,80,83,€12.5M,€16K,€18.4M
190544,80,81,€17.5M,€52K,
190286,80,80,€15.5M,€30K,€32.6M
190264,80,80,€15M,€59K,€25.5M
189805,80,80,€16M,€23K,€22.4M
189690,80,80,€9M,€48K,€17.1M
189575,80,83,€18.5M,€31K,€40.2M
189354,80,80,€14M,€33K,€29.4M
189251,80,80,€12M,€37K,€20.4M
188943,80,81,€11.5M,€61K,
188942,80,82,€14.5M,€86K,€27.9M
188829,80,80,€12M,€50K,€20.4M
188388,80,80,€15M,€31K,€31.5M
188005,80,81,€13.5M,€51K,€24M
186569,80,80,€10M,€61K,€16.5M
186547,80,80,€12.5M,€85K,€21.3M
186537,80,80,€13.5M,€41K,€28.4M
185122,80,80,€10.5M,€45K,€17.9M
184120,80,80,€7M,€39K,€14.7M
183427,80,80,€11.5M,€120K,€21.3M
180819,80,80,€13.5M,€110K,€25.7M
180334,80,80,€10M,€64K,€19M
180216,80,80,€11M,€97K,€20.9M
180175,80,80,€15.5M,€35K,€33.3M
178424,80,80,€9.5M,€27K,€20M
177604,80,80,€8M,€99K,€15.2M
177600,80,80,€12.5M,€30K,€26.3M
176915,80,80,€11M,€20K,€23.7M
176600,80,80,€13.5M,€45K,€28.4M
176376,80,80,€9M,€13K,€13.5M
176104,80,80,€13M,€23K,€22.1M
173373,80,80,€9M,€91K,€16.7M
173208,80,80,€10M,€21K,€17M
172114,80,80,€11.5M,€12K,€17.3M
171833,80,80,€15.5M,€125K,€29.5M
171579,80,80,€13M,€30K,€27.3M
170815,80,80,€13.5M,€65K,€25.7M
166706,80,80,€6M,€68K,€11.4M
165109,80,80,€10M,€51K,€17M
164468,80,80,€8.5M,€99K,€15.7M
163711,80,80,€6M,€75K,€11.1M
159147,80,80,€8.5M,€37K,€16.2M
158625,80,80,€4.5M,€37K,€8.5M
156713,80,80,€ 0,€ 0,
153244,80,80,€12M,€70K,€19.2M
150418,80,80,€12M,€46K,€20.4M
148119,80,80,€8.5M,€1K,€18.7M
147782,80,80,€4.5M,€1K,€9.4M
146760,80,80,€5.5M,€53K,€11.3M
146748,80,80,€2M,€17K,€4.2M
146562,80,80,€8.5M,€39K,€17.9M
146536,80,80,€11.5M,€22K,€24.2M
142754,80,80,€4.5M,€20K,€9.7M
140293,80,80,€6M,€51K,€10.2M
139997,80,80,€1.7M,€27K,€2.9M
121944,80,80,€6M,€11K,€8.7M
110677,80,80,€6M,€26K,€12.6M
54050,80,80,€12M,€13K,€18M
49369,80,80,€8M,€10K,€10M
49031,80,80,€1M,€10K,€1.7M
244369,79,86,€18M,€1K,€41.4M
239818,79,85,€15M,€10K,€33M
236632,79,86,€18M,€18K,€28.8M
233419,79,86,€18M,€13K,€39.6M
232097,79,86,€18M,€27K,€34.2M
231943,79,86,€18M,€79K,€37.8M
231478,79,86,€18M,€54K,€34.2M
230938,79,88,€19.5M,€24K,
230498,79,79,€12M,€26K,€22.8M
230312,79,79,€9M,€24K,€17.1M
230251,79,79,€9.5M,€20K,€18.1M
230212,79,79,€9.5M,€30K,€18.1M
230201,79,79,€3.6M,€38K,€6.8M
229909,79,81,€ 0,€ 0,
228941,79,87,€19M,€84K,
227796,79,87,€18M,€26K,€34.2M
227290,79,80,€10M,€21K,€21.8M
227234,79,84,€14.5M,€43K,€28.6M
226161,79,87,€16M,€110K,€36M
225997,79,81,€15.5M,€1K,€33.7M
225953,79,86,€18M,€17K,€28.8M
225711,79,86,€15M,€43K,€28.5M
225663,79,85,€17M,€61K,€35.7M
225647,79,80,€10M,€21K,€14.8M
224254,79,85,€17.5M,€27K,€28M
224069,79,80,€15M,€38K,€32.6M
223682,79,79,€12M,€37K,€25.2M
223061,79,84,€17M,€15K,€35.3M
222028,79,84,€14.5M,€43K,€25.7M
221660,79,85,€14.5M,€91K,€29.7M
220018,79,82,€16M,€39K,€28.4M
219932,79,85,€17.5M,€27K,€40.3M
219576,79,80,€14.5M,€17K,€30.1M
216497,79,84,€17M,€53K,€30.2M
216388,79,86,€18M,€31K,€37.8M
216150,79,81,€12.5M,€94K,€24.1M
215353,79,82,€16M,€67K,€28.4M
215061,79,79,€13M,€32K,€18.2M
215057,79,80,€11.5M,€31K,€20.4M
214947,79,84,€14.5M,€26K,€27.2M
213991,79,84,€14.5M,€55K,€28.6M
213516,79,84,€17M,€16K,€35.3M
213160,79,86,€15M,€1K,€34.5M
212150,79,83,€16M,€53K,€31.6M
211368,79,83,€16.5M,€48K,€29.3M
211267,79,81,€15.5M,€25K,€24.4M
210455,79,83,€13.5M,€43K,
210411,79,85,€17.5M,€15K,€38.5M
210324,79,80,€15M,€32K,€26.6M
208920,79,84,€14.5M,€55K,€28.6M
208334,79,79,€10M,€26K,€15M
207993,79,82,€13M,€89K,€25.7M
207939,79,79,€10M,€58K,€16M
207732,79,80,€14.5M,€32K,€31.5M
206652,79,83,€11.5M,€13K,
206304,79,81,€12.5M,€56K,€24.7M
205407,79,82,€15.5M,€49K,€27.5M
205193,79,83,€14M,€26K,€24.9M
205192,79,86,€17.5M,€120K,€39.4M
204638,79,81,€13M,€48K,€23.1M
204614,79,80,€11.5M,€60K,€20.4M
204525,79,80,€12M,€26K,€26.1M
204311,79,83,€14M,€80K,
204277,79,79,€10M,€20K,€21M
204082,79,84,€14M,€44K,€24.9M
203775,79,83,€11.5M,€71K,
203757,79,80,€14.5M,€1K,€31.5M
203483,79,81,€15M,€32K,€26.6M
203362,79,85,€17.5M,€48K,€36.8M
203106,79,82,€16M,€35K,€28.4M
202648,79,83,€16M,€29K,€34.8M
202562,79,84,€14M,€44K,€24.9M
202325,79,80,€12M,€50K,€21.3M
202201,79,80,€12M,€28K,€21.3M
201862,79,79,€10M,€115K,€18.5M
201519,79,84,€16.5M,€59K,€29.3M
201510,79,82,€13M,€68K,€25M
201508,79,79,€13M,€41K,€22.1M
201505,79,79,€10M,€32K,€21M
201325,79,79,€7M,€23K,€13.3M
201143,79,82,€13M,€26K,€28.3M
201042,79,80,€12M,€61K,€23.7M
200641,79,79,€12.5M,€41K,€21.3M
200260,79,80,€15M,€20K,€22.1M
200155,79,81,€15.5M,€27K,€24.4M
199823,79,82,€15.5M,€28K,€33.7M
199767,79,80,€14.5M,€98K,€27.9M
199561,79,79,€11M,€21K,€23.1M
199439,79,82,€16M,€27K,€28.4M
199416,79,79,€12.5M,€31K,€26.3M
199304,79,80,€12M,€110K,€23.1M
199189,79,82,€16M,€89K,€30.8M
199005,79,81,€10.5M,€41K,€20.7M
198715,79,79,€12.5M,€32K,€26.3M
